"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","USD","US Dollar","6","Millions",,,-690790,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","USD","US Dollar","6","Millions",,,-732505,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","USD","US Dollar","6","Millions",,,-786886,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","USD","US Dollar","6","Millions",,,-777158,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","USD","US Dollar","6","Millions",,,-780585,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","USD","US Dollar","6","Millions",,,-805630,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","USD","US Dollar","6","Millions",,,-720325,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","USD","US Dollar","6","Millions",,,-724314,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","USD","US Dollar","6","Millions",,,-731908,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","USD","US Dollar","6","Millions",,,-713796,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","USD","US Dollar","6","Millions",,,-703687,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","USD","US Dollar","6","Millions",,,-756179,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","USD","US Dollar","6","Millions",,,-758947,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","USD","US Dollar","6","Millions",,,-771564,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","USD","US Dollar","6","Millions",,,-605663,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","USD","US Dollar","6","Millions",,,-396112,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","USD","US Dollar","6","Millions",,,-338611,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","USD","US Dollar","6","Millions",,,-405497,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","USD","US Dollar","6","Millions",,,-445584,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","USD","US Dollar","6","Millions",,,-489179,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","USD","US Dollar","6","Millions",,,-519127,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","USD","US Dollar","6","Millions",,,-535095,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","USD","US Dollar","6","Millions",,,-512210,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","USD","US Dollar","6","Millions",,,-561474,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","USD","US Dollar","6","Millions",,,-581865,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","USD","US Dollar","6","Millions",,,-573850,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","USD","US Dollar","6","Millions",,,-600657,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","USD","US Dollar","6","Millions",,,-615102,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","USD","US Dollar","6","Millions",,,-580505,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","USD","US Dollar","6","Millions",,,-540838,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","USD","US Dollar","6","Millions",,,-537839,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","6","Millions",,,-516863,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","6","Millions",,,-508931,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","6","Millions",,,-496282,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","6","Millions",,,-441051,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","6","Millions",,,-506318,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","6","Millions",,,-507643,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","6","Millions",,,-492266,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","6","Millions",,,-524406,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","6","Millions",,,-528778,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","6","Millions",,,-508342,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","6","Millions",,,-542670,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","6","Millions",,,-526494,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","USD","US Dollar","6","Millions",,,-513898,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","USD","US Dollar","6","Millions",,,-492334,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","USD","US Dollar","6","Millions",,,-497713,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","6","Millions",,,-546102,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","6","Millions",,,-543562,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","6","Millions",,,-559521,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","6","Millions",,,-543581,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","6","Millions",,,-575470,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","6","Millions",,,-589808,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","6","Millions",,,-548149,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","6","Millions",,,-646433,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","6","Millions",,,-653448,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","6","Millions",,,-615543,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","6","Millions",,,-644744,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","6","Millions",,,-631838,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","6","Millions",,,-549757,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","6","Millions",,,-494307,,
"USA","United States","B11","External balance of goods and services","CARSA","National currency, current prices, annual levels, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","6","Millions",,,-544706,,
